gid,seas,wk,day,v,h,stad,temp,humd,wspd,wdir,cond,surf,ou,sprv,ptsv,ptsh
2518,2009,10,SUN,ATL,CAR,Bank of America Stadium,73,80,3,NW,Sunny,Grass,43.5,-1,19,28
2519,2009,10,SUN,TB,MIA,Land Shark Stadium,80,43,9,NW,Sunny,Grass,43,10,23,25
2520,2009,10,SUN,DET,MIN,Mall of America Field at HHH Metrodome,67,,,,Dome,FieldTurf,47,16.5,10,27
2521,2009,10,SUN,JAC,NYJ,The Meadowlands,62,88,5,NW,Cloudy,FieldTurf,40.5,7,24,22
2522,2009,10,SUN,CIN,PIT,Heinz Field,64,55,4,W,Cloudy,Grass,41.5,7,18,12
2523,2009,10,SUN,NO,STL,Edward Jones Dome,,,,,Dome,FieldTurf,49.5,-13.5,28,23
2524,2009,10,SUN,BUF,TEN,LP Field,68,50,5,E,Sunny,Grass,41,7,17,41
2525,2009,10,SUN,DEN,WAS,FedEx Field,70,77,0,CALM,Sunny,Grass,36.5,-3.5,17,27
2526,2009,10,SUN,KC,OAK,O.co Coliseum Oakland,60,47,5,W,Sunny,Grass,36.5,2,16,10
2527,2009,10,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Covered Roof,Grass,46.5,9,20,31
2528,2009,10,SUN,DAL,GB,Lambeau Field,47,43,10,N,Clear,DD GrassMaster,47.5,-3,7,17
2529,2009,10,SUN,PHI,SD,Qualcomm Stadium,71,58,8,WSW,Sunny,Grass,47,1,23,31
2530,2009,10,SN,NE,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,49.5,3,34,35
2531,2009,10,MN,BAL,CLE,Cleveland Browns Stadium,46,,16,NE,Fair,Grass,40,-10,16,0
2532,2009,11,THU,MIA,CAR,Bank of America Stadium,56,81,2,NW,Cloudy,Grass,43,3,24,17
2533,2009,11,SUN,IND,BAL,M&T Bank Stadium,56,52,7,NE,Sunny,Sportex,44.5,-1,17,15
2534,2009,11,SUN,WAS,DAL,Cowboys Stadium,,,,,Closed Roof,AstroTurf,41.5,11,6,7
2535,2009,11,SUN,CLE,DET,Ford Field,68,,,,Dome,FieldTurf,38,3.5,37,38
2536,2009,11,SUN,SF,GB,Lambeau Field,53,77,13,S,Partly Sunny,DD GrassMaster,42,6.5,24,30
2537,2009,11,SUN,BUF,JAC,Jacksonville Municipal Stadium,74,85,10,SE,Light Rain,Grass,42.5,9,15,18
2538,2009,11,SUN,PIT,KC,Arrowhead Stadium,55,62,8,SE,Cloudy,Grass,40,-10,24,27
2539,2009,11,SUN,SEA,MIN,Mall of America Field at HHH Metrodome,68,,,,Dome,FieldTurf,46,10.5,9,35
2540,2009,11,SUN,ATL,NYG,Giants Stadium,53,54,10,N,Sunny,FieldTurf,46,6.5,31,34
2541,2009,11,SUN,NO,TB,Raymond James Stadium,79,78,10,SE,Cloudy,Grass,50.5,-11,38,7
2542,2009,11,SUN,ARI,STL,Edward Jones Dome,,,,,Dome,AstroTurf,46.5,-9,21,13
2543,2009,11,SUN,SD,DEN,Invesco Field at Mile High,51,25,3,S,Sunny,Grass,44,4,32,3
2544,2009,11,SUN,NYJ,NE,Gillette Stadium,45,68,10,NE,Cloudy,FieldTurf,45,10.5,14,31
2545,2009,11,SUN,CIN,OAK,O.co Coliseum Oakland,54,84,8,SSE,Cloudy,Grass,36,-9.5,17,20
2546,2009,11,SN,PHI,CHI,Soldier Field,47,87,5,E,Cloudy,Grass,44.5,-3,24,20
2547,2009,11,MN,TEN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,48,4.5,20,17
2548,2009,12,THU,GB,DET,Ford Field,68,,,,Dome,FieldTurf,47,-10.5,34,12
2549,2009,12,THU,OAK,DAL,Cowboys Stadium,,,,,Closed Roof,AstroTurf,40.5,14,7,24
2550,2009,12,THU,NYG,DEN,Invesco Field at Mile High,57,15,0,CALM,Clear,Grass,41.5,-7,6,26
2551,2009,12,SUN,TB,ATL,Georgia Dome,61,,,,Dome,FieldTurf,46,11.5,17,20
2552,2009,12,SUN,MIA,BUF,Ralph Wilson Stadium,49,64,15,SSW,Sunny,AstroPlay,39.5,-3.5,14,31
2553,2009,12,SUN,CLE,CIN,Paul Brown Stadium,59,41,15,SW,Partly Cloudy,FieldTurf,39,14,7,16
2554,2009,12,SUN,IND,HOU,Reliant Stadium,,,,,Closed Roof,Grass,47.5,-3.5,35,27
2555,2009,12,SUN,CHI,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,FieldTurf,46.5,11,10,36
2556,2009,12,SUN,CAR,NYJ,The Meadowlands,53,44,9,SSW,Clear,FieldTurf,41.5,3,6,17
2557,2009,12,SUN,WAS,PHI,Lincoln Financial Field,56,52,10,SSW,Sunny,Grass,40.5,9,24,27
2558,2009,12,SUN,SEA,STL,Edward Jones Dome,,,,,Dome,AstroTurf,42,-3,27,17
2559,2009,12,SUN,ARI,TEN,LP Field,59,52,9,SSW,Cloudy,Grass,46,3,17,20
2560,2009,12,SUN,KC,SD,Qualcomm Stadium,63,60,8,WSW,Sunny,Grass,44.5,14,14,43
2561,2009,12,SUN,JAC,SF,Candlestick Park,68,20,0,CALM,Sunny,Grass,41.5,3.5,3,20
2562,2009,12,SN,PIT,BAL,M&T Bank Stadium,58,64,5,S,Partly Cloudy,MomentumTurf,39,0,17,20
2563,2009,12,MN,NE,NO,Louisiana Superdome,57,,,,Dome,MomentumTurf,55.5,3,17,38
2564,2009,13,THU,NYJ,BUF,Rogers Centre,,,,,Closed Roof,AstroTurf,37,-3,19,13
2565,2009,13,SUN,PHI,ATL,Georgia Dome,,,,,Dome,FieldTurf,43.5,-5,34,7
2566,2009,13,SUN,TB,CAR,Bank of America Stadium,43,50,7,NE,Mostly Sunny,Grass,40.5,5.5,6,16
2567,2009,13,SUN,STL,CHI,Soldier Field,36,56,8,SW,Partly Cloudy,Grass,41,9,9,17
2568,2009,13,SUN,DET,CIN,Paul Brown Stadium,34,49,7,SSE,Partly Cloudy,FieldTurf,42,13,13,23
2569,2009,13,SUN,TEN,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,46,6.5,17,27
2570,2009,13,SUN,HOU,JAC,Jacksonville Municipal Stadium,54,71,6,NE,,Grass,46.5,1,18,23
2571,2009,13,SUN,DEN,KC,Arrowhead Stadium,37,45,6,SE,Cloudy,Grass,38,-5,44,13
2572,2009,13,SUN,NE,MIA,Land Shark Stadium,75,66,5,NNE,Clear,Grass,45.5,-4,21,22
2573,2009,13,SUN,OAK,PIT,Heinz Field,28,54,6,SSW,Mostly Cloudy,Grass,37,15,27,24
2574,2009,13,SUN,NO,WAS,FedEx Field,36,52,9,NW,Sunny,Grass,47,-9.5,33,30
2575,2009,13,SUN,SD,CLE,Cleveland Browns Stadium,34,44,8,SW,Sunny,Grass,42.5,-13.5,30,23
2576,2009,13,SUN,DAL,NYG,Giants Stadium,37,46,8,NW,Clear,FieldTurf,45.5,-1,24,31
2577,2009,13,SUN,SF,SEA,Qwest Field,35,57,6,SSE,Mostly Cloudy,FieldTurf,41.5,1,17,20
2578,2009,13,SUN,MIN,ARI,University of Phoenix Stadium,,,,,,Grass,48.5,-3.5,17,30
2579,2009,13,MN,BAL,GB,Lambeau Field,21,77,4,W,Clear,DD GrassMaster,43.5,3,14,27
2580,2009,14,THU,PIT,CLE,Cleveland Browns Stadium,15,,37,WSW,Cold,Grass,34,-10,6,13
2581,2009,14,SUN,NO,ATL,Georgia Dome,,,,,Dome,FieldTurf,49.5,-10,26,23
2582,2009,14,SUN,DET,BAL,M&T Bank Stadium,36,0,3,NE,Rain,Sportex,39.5,13.5,3,48
2583,2009,14,SUN,GB,CHI,Soldier Field,38,82,8,WNW,Cloudy,Grass,41,-3,21,14
2584,2009,14,SUN,SEA,HOU,Reliant Stadium,,,,,Closed Roof,Grass,44.5,6.5,7,34
2585,2009,14,SUN,DEN,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,44,7,16,28
2586,2009,14,SUN,MIA,JAC,Jacksonville Municipal Stadium,75,84,13,SW,Chance Rain,Grass,44,1,14,10
2587,2009,14,SUN,BUF,KC,Arrowhead Stadium,42,80,4,SE,Mostly Cloudy,Grass,37,-1,16,10
2588,2009,14,SUN,CIN,MIN,Mall of America Field at HHH Metrodome,68,,,,Dome,FieldTurf,43,6.5,10,30
2589,2009,14,SUN,CAR,NE,Gillette Stadium,40,59,4,S,Cloudy,FieldTurf,44,13,10,20
2590,2009,14,SUN,NYJ,TB,Raymond James Stadium,73,94,5,SSW,Sunny,Grass,37,-3.5,26,3
2591,2009,14,SUN,STL,TEN,LP Field,54,87,0,CALM,Cloudy,Grass,41.5,13,7,47
2592,2009,14,SUN,WAS,OAK,O.co Coliseum Oakland,52,93,9,SW,Rain,Grass,37.5,-1,34,13
2593,2009,14,SUN,SD,DAL,Cowboys Stadium,,,,,Closed Roof,AstroTurf,48.5,3,20,17
2594,2009,14,SN,PHI,NYG,Giants Stadium,42,91,0,CALM,Cloudy,FieldTurf,44,1,45,38
2595,2009,14,MN,ARI,SF,Candlestick Park,53,83,0,CALM,Mostly Cloudy,Grass,44.5,-3,9,24
2596,2009,15,THU,IND,JAC,Jacksonville Municipal Stadium,56,85,10,NE,Chance Rain,Grass,43,-3,35,31
2597,2009,15,SAT,DAL,NO,Louisiana Superdome,,,,,Dome,MomentumTurf,53,9,24,17
2598,2009,15,SUN,CHI,BAL,M&T Bank Stadium,32,58,19,WNW,Clear,Sportex,40,10.5,7,31
2599,2009,15,SUN,NE,BUF,Ralph Wilson Stadium,28,52,5,NW,Cloudy,AstroPlay,40.5,-7,17,10
2600,2009,15,SUN,ARI,DET,Ford Field,68,,,,Dome,FieldTurf,46.5,-12,31,24
2601,2009,15,SUN,CLE,KC,Arrowhead Stadium,39,65,15,SW,Partly Sunny,Grass,37,1,41,34
2602,2009,15,SUN,ATL,NYJ,The Meadowlands,29,31,21,NW,Clear,FieldTurf,40,6,10,7
2603,2009,15,SUN,SF,PHI,Lincoln Financial Field,32,44,18,WNW,Mostly Cloudy,Grass,42,9,13,27
2604,2009,15,SUN,GB,PIT,Heinz Field,30,56,10,W,Cloudy,Grass,41,1,36,37
2605,2009,15,SUN,HOU,STL,Edward Jones Dome,,,,,Dome,FieldTurf,43.5,-13,16,13
2606,2009,15,SUN,MIA,TEN,LP Field,35,72,5,W,Cloudy,Grass,42,3.5,24,27
2607,2009,15,SUN,OAK,DEN,Invesco Field at Mile High,57,26,6,S,Sunny,Grass,37.5,14,20,19
2608,2009,15,SUN,CIN,SD,Qualcomm Stadium,72,54,8,WSW,Sunny,Grass,43.5,7,24,27
2609,2009,15,SUN,TB,SEA,Qwest Field,52,83,12,SE,Cloudy,FieldTurf,39,6.5,24,7
2610,2009,15,SN,MIN,CAR,Bank of America Stadium,37,43,5,NNW,Partly Cloudy,Grass,42,-9,7,26
2611,2009,15,MN,NYG,WAS,FedEx Field,38,60,12,NW,Cloudy,Grass,43,-1,45,12
2612,2009,16,FRI,SD,TEN,LP Field,33,70,7,SSW,Cloudy,Grass,47.5,1,42,17
2613,2009,16,SUN,BUF,ATL,Georgia Dome,,,,,Dome,FieldTurf,41,9.5,3,31
2614,2009,16,SUN,KC,CIN,Paul Brown Stadium,41,50,14,SSW,Partly Cloudy,FieldTurf,40.5,13.5,10,17
2615,2009,16,SUN,OAK,CLE,Cleveland Browns Stadium,34,84,9,SW,Cloudy,Grass,38,3,9,23
2616,2009,16,SUN,SEA,GB,Lambeau Field,18,96,5,SW,Partly Cloudy,DD GrassMaster,41.5,14,10,48
2617,2009,16,SUN,HOU,MIA,Land Shark Stadium,75,65,6,N,Sunny,Grass,45,3,27,20
2618,2009,16,SUN,JAC,NE,Gillette Stadium,55,88,14,S,Cloudy,FieldTurf,43.5,9,7,35
2619,2009,16,SUN,TB,NO,Louisiana Superdome,53,,,,Dome,MomentumTurf,48.5,14,20,17
2620,2009,16,SUN,CAR,NYG,Giants Stadium,50,39,12,W,Sunny,FieldTurf,42.5,7,41,9
2621,2009,16,SUN,DEN,PHI,Lincoln Financial Field,45,52,7,WSW,Sunny,Grass,41.5,7,27,30
2622,2009,16,SUN,BAL,PIT,Heinz Field,39,49,9,SW,Mostly Cloudy,Grass,42,3,20,23
2623,2009,16,SUN,STL,ARI,University of Phoenix Stadium,58,19,2,WNW,Sunny,Grass,43.5,14,10,31
2624,2009,16,SUN,DET,SF,Candlestick Park,55,80,5,NW,Sunny,Grass,41,13,6,20
2625,2009,16,SUN,NYJ,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,40.5,5.5,29,15
2626,2009,16,SN,DAL,WAS,FedEx Field,37,53,8,S,Clear,Grass,42,-7,17,0
2627,2009,16,MN,MIN,CHI,Soldier Field,26,54,9,WNW,Partly Cloudy,Grass,41,-7,30,36
2628,2009,17,SUN,IND,BUF,Ralph Wilson Stadium,12,81,12,WNW,Snow,AstroPlay,34.5,9,7,30
2629,2009,17,SUN,NO,CAR,Bank of America Stadium,30,36,7,NNW,Partly Cloudy,Grass,42.5,8.5,10,23
2630,2009,17,SUN,JAC,CLE,Cleveland Browns Stadium,16,81,20,W,Snow,Grass,37,1,17,23
2631,2009,17,SUN,PHI,DAL,Cowboys Stadium,,,,,Closed Roof,AstroTurf,47.5,3,0,24
2632,2009,17,SUN,CHI,DET,Ford Field,70,,,,Dome,FieldTurf,45,-3,37,23
2633,2009,17,SUN,NE,HOU,Reliant Stadium,,,,,Closed Roof,Grass,46,9,27,34
2634,2009,17,SUN,PIT,MIA,Land Shark Stadium,60,44,11,NW,Partly Cloudy,Grass,44.5,-3,30,24
2635,2009,17,SUN,NYG,MIN,Mall of America Field at HHH Metrodome,68,,,,Dome,FieldTurf,47.5,9,7,44
2636,2009,17,SUN,SF,STL,Edward Jones Dome,,,,,Dome,FieldTurf,40.5,-9,28,6
2637,2009,17,SUN,ATL,TB,Raymond James Stadium,44,0,8,N,Cloudy,Grass,41.5,-1,20,10
2638,2009,17,SUN,GB,ARI,University of Phoenix Stadium,,,,,,Grass,44,3.5,33,7
2639,2009,17,SUN,KC,DEN,Invesco Field at Mile High,36,63,6,E,Mostly Cloudy,Grass,38,12.5,44,24
2640,2009,17,SUN,BAL,OAK,O.co Coliseum Oakland,54,80,6,WNW,Sunny,Grass,38,-10.5,21,13
2641,2009,17,SUN,WAS,SD,Qualcomm Stadium,74,46,8,WSW,Sunny,Grass,39.5,4,20,23
2642,2009,17,SUN,TEN,SEA,Qwest Field,46,85,,CALM,Cloudy,FieldTurf,44.5,-4.5,17,13
2643,2009,17,SUN,CIN,NYJ,The Meadowlands,20,49,21,NW,Cloudy,FieldTurf,35,10,0,37
2644,2009,18,SAT,NYJ,CIN,Paul Brown Stadium,21,56,11,N,Cloudy,FieldTurf,33.5,2.5,24,14
2645,2009,18,SAT,PHI,DAL,Cowboys Stadium,,,,,Closed Roof,AstroTurf,45,3.5,14,34
2646,2009,18,SUN,BAL,NE,Gillette Stadium,20,36,12,NNW,Sunny,FieldTurf,43,3.5,33,14
2647,2009,18,SUN,GB,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,47,-1,45,51
2648,2009,19,SAT,ARI,NO,Louisiana Superdome,57,,,,Dome,MomentumTurf,57,7,14,45
2649,2009,19,SAT,BAL,IND,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,44,6.5,3,20
2650,2009,19,SUN,DAL,MIN,Mall of America Field at HHH Metrodome,68,,,,Dome,FieldTurf,45.5,2.5,3,34
2651,2009,19,SUN,NYJ,SD,Qualcomm Stadium,63,42,8,WSW,Sunny,Grass,42,7.5,17,14
2652,2009,20,SUN,NYJ,IND,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,39.5,7.5,17,30
2653,2009,20,SUN,MIN,NO,Louisiana Superdome,65,,,,Dome,MomentumTurf,52.5,4,28,31
2654,2009,21,SUN,NO,IND,Sun Life Stadium,60,57,6,N,Clear,Grass,56.5,5,31,17
2655,2010,1,THU,MIN,NO,Louisiana Superdome,81,,,,Dome,MomentumTurf,47.5,4.5,9,14
2656,2010,1,SUN,MIA,BUF,Ralph Wilson Stadium,62,81,7,W,Cloudy,AstroPlay,38.5,-3,15,10
2657,2010,1,SUN,DET,CHI,Soldier Field,75,45,10,W,Sunny,Grass,44,6.5,14,19
2658,2010,1,SUN,OAK,TEN,LP Field,77,45,9,NNE,Sunny,Grass,40.5,6,13,38
2659,2010,1,SUN,CIN,NE,Gillette Stadium,62,,10,E,Cloudy,FieldTurf,44.5,4.5,24,38
2660,2010,1,SUN,CAR,NYG,New Meadowlands Stadium,64,67,10,E,Light Rain,FieldTurf,40,6.5,18,31
2661,2010,1,SUN,ATL,PIT,Heinz Field,65,67,9,W,Cloudy,Grass,38,-1.5,9,15
2662,2010,1,SUN,CLE,TB,Raymond James Stadium,87,78,6,S,Partly Cloudy,Grass,37,3,14,17
2663,2010,1,SUN,DEN,JAC,EverBank Field,90,67,10,W,Chance Rain,Grass,40,3,17,24
2664,2010,1,SUN,IND,HOU,Reliant Stadium,,,,,Closed Roof,Grass,47.5,-2,24,34
2665,2010,1,SUN,SF,SEA,Qwest Field,64,,11,SE,Sunny,FieldTurf,37,-3,6,31
2666,2010,1,SUN,GB,PHI,Lincoln Financial Field,69,72,4,SSE,Cloudy,Grass,47.5,-3,27,20
2667,2010,1,SUN,ARI,STL,Edward Jones Dome,,,,,Dome,AstroTurf,39.5,-4,17,13
2668,2010,1,SN,DAL,WAS,FedEx Field,66,85,2,NNE,Cloudy,Grass,40,-3.5,7,13
2669,2010,1,MN,BAL,NYJ,The Meadowlands,67,0,11,NNW,,FieldTurf,36,2.5,10,9
2670,2010,1,MN,SD,KC,Arrowhead Stadium,78,75,10,S,Clear,Grass,45,-4.5,14,21
2671,2010,2,SUN,ARI,ATL,Georgia Dome,,,,,Dome,FieldTurf,43,7,7,41
2672,2010,2,SUN,BAL,CIN,Paul Brown Stadium,78,52,1,W,Cloudy,FieldTurf,40,-3,10,15
2673,2010,2,SUN,KC,CLE,Cleveland Browns Stadium,65,0,16,NE,Cloudy,Grass,38.5,1,16,14
2674,2010,2,SUN,CHI,DAL,Cowboys Stadium,,,,,Closed Roof,AstroTurf,40.5,7.5,27,20
2675,2010,2,SUN,PHI,DET,Ford Field,68,,,,Dome,FieldTurf,41.5,-6.5,35,32
2676,2010,2,SUN,BUF,GB,Lambeau Field,58,51,4,VAR,Partly Sunny,DD GrassMaster,43,13,7,34
2677,2010,2,SUN,PIT,TEN,LP Field,87,49,3,E,Sunny,Grass,37,5,19,11
2678,2010,2,SUN,MIA,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,FieldTurf,39,5.5,14,10
2679,2010,2,SUN,TB,CAR,Bank of America Stadium,89,39,4,WNW,Sunny,Grass,39,3.5,20,7
2680,2010,2,SUN,STL,OAK,O.co Coliseum Oakland,72,60,6,S,Cloudy,Grass,37.5,3.5,14,16
2681,2010,2,SUN,SEA,DEN,Invesco Field at Mile High,91,4,9,S,Sunny,Grass,39.5,3.5,14,31
2682,2010,2,SUN,NE,NYJ,The Meadowlands,81,36,6,NW,Clear,FieldTurf,38.5,-3,14,28
2683,2010,2,SUN,JAC,SD,Qualcomm Stadium,76,63,8,WSW,Sunny,Grass,45,7.5,13,38
2684,2010,2,SUN,HOU,WAS,FedEx Field,85,43,6,S,Sunny,Grass,43.5,-3,30,27
2685,2010,2,SN,NYG,IND,Lucas Oil Stadium,74,69,3,NW,Clear,AstroTurf,48,5,14,38
2686,2010,2,MN,NO,SF,Candlestick Park,65,60,10,W,Clear,Grass,44,-5.5,25,22
2687,2010,3,SUN,DET,MIN,Mall of America Field at HHH Metrodome,67,,,,Dome,FieldTurf,42,11.5,10,24
2688,2010,3,SUN,BUF,NE,Gillette Stadium,68,,11,ENE,Partly Cloudy,FieldTurf,42.5,14.5,30,38
2689,2010,3,SUN,ATL,NO,Louisiana Superdome,81,,,,Dome,MomentumTurf,49,3.5,27,24
2690,2010,3,SUN,TEN,NYG,New Meadowlands Stadium,70,48,3,N,Cloudy,FieldTurf,43,3,29,10
2691,2010,3,SUN,SF,KC,Arrowhead Stadium,55,72,10,NE,Sunny,Grass,37,-3,10,31
2692,2010,3,SUN,PIT,TB,Raymond James Stadium,90,62,7,SSE,Cloudy,Grass,33.5,-2.5,38,13
2693,2010,3,SUN,CIN,CAR,Bank of America Stadium,67,86,8,NNE,Rain,Grass,38,-3,20,7
2694,2010,3,SUN,CLE,BAL,M&T Bank Stadium,64,83,6,N,Chance Rain,MomentumTurf,37,10.5,17,24
2695,2010,3,SUN,DAL,HOU,Reliant Stadium,,,,,Closed Roof,Grass,47,3,27,13
2696,2010,3,SUN,PHI,JAC,EverBank Field,89,67,5,S,Chance Rain,Grass,44.5,-3,28,3
2697,2010,3,SUN,WAS,STL,Edward Jones Dome,,,,,Dome,FieldTurf,38.5,-3.5,16,30
2698,2010,3,SUN,OAK,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,39.5,4.5,23,24
2699,2010,3,SUN,SD,SEA,Qwest Field,68,,10,SSW,Cloudy,FieldTurf,44,-5,20,27
2700,2010,3,SUN,IND,DEN,Invesco Field at Mile High,85,12,6,N,Sunny,Grass,48,-5.5,27,13
2701,2010,3,SN,NYJ,MIA,Sun Life Stadium,83,77,9,SE,Partly Cloudy,Grass,35.5,2.5,31,23
2702,2010,3,MN,GB,CHI,Soldier Field,56,75,6,E,Clear,Grass,46,-3,17,20
2703,2010,4,SUN,SF,ATL,Georgia Dome,,,,,Dome,AstroTurf,42.5,7,14,16
2704,2010,4,SUN,NYJ,BUF,Ralph Wilson Stadium,51,66,16,NE,Rain,AstroPlay,36.5,-5.5,38,14
2705,2010,4,SUN,CIN,CLE,Cleveland Browns Stadium,50,,15,NE,Cloudy,Grass,37.5,-3,20,23
2706,2010,4,SUN,DET,GB,Lambeau Field,52,61,8,NW,Partly Cloudy,DD GrassMaster,45.5,14.5,26,28
2707,2010,4,SUN,DEN,TEN,LP Field,54,67,13,N,Cloudy,Grass,43,6.5,26,20
2708,2010,4,SUN,SEA,STL,Edward Jones Dome,,,,,Dome,AstroTurf,40,-1.5,3,20
2709,2010,4,SUN,CAR,NO,Louisiana Superdome,68,,,,Dome,MomentumTurf,44.5,13.5,14,16
2710,2010,4,SUN,BAL,PIT,Heinz Field,52,86,5,NE,Cloudy,Grass,34.5,2,17,14
2711,2010,4,SUN,IND,JAC,EverBank Field,80,30,10,N,Clear,Grass,46,-7,28,31
2712,2010,4,SUN,HOU,OAK,O.co Coliseum Oakland,71,53,15,W,Partly Cloudy,Grass,43,-3,31,24
2713,2010,4,SUN,ARI,SD,Qualcomm Stadium,72,67,8,WSW,Sunny,Grass,45.5,8.5,10,41
2714,2010,4,SUN,WAS,PHI,Lincoln Financial Field,63,57,13,NNE,Cloudy,Grass,43,6,17,12
2715,2010,4,SN,CHI,NYG,New Meadowlands Stadium,59,52,14,NE,Rain,FieldTurf,43.5,3.5,3,17
2716,2010,4,MN,NE,MIA,Sun Life Stadium,80,60,15,NE,Clear,Grass,46.5,-1,41,14
2717,2010,5,SUN,JAC,BUF,Ralph Wilson Stadium,62,52,10,WSW,Sunny,AstroPlay,41,1,36,26
2718,2010,5,SUN,TB,CIN,Paul Brown Stadium,81,32,2,SW,Sunny,FieldTurf,38,6.5,24,21
2719,2010,5,SUN,ATL,CLE,Cleveland Browns Stadium,71,,9,W,Sunny,Grass,41.5,-3,20,10
2720,2010,5,SUN,STL,DET,Ford Field,68,,,,Dome,FieldTurf,42.5,3,6,44
2721,2010,5,SUN,KC,IND,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,45.5,7,9,19
2722,2010,5,SUN,GB,WAS,FedEx Field,72,46,,CALM,Sunny,Grass,44,-2.5,13,16
2723,2010,5,SUN,CHI,CAR,Bank of America Stadium,81,29,2,N,Sunny,Grass,33,1.5,23,6
2724,2010,5,SUN,DEN,BAL,M&T Bank Stadium,67,40,6,SSW,Sunny,MomentumTurf,39.5,7,17,31
2725,2010,5,SUN,NYG,HOU,Reliant Stadium,,,,,Closed Roof,Grass,47.5,3,34,10
2726,2010,5,SUN,NO,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,44,-7,20,30
2727,2010,5,SUN,SD,OAK,O.co Coliseum Oakland,,,,,Clear,Grass,45,-6,27,35
2728,2010,5,SUN,TEN,DAL,Cowboys Stadium,,,,,Closed Roof,AstroTurf,42,7,34,27
2729,2010,5,SN,PHI,SF,Candlestick Park,71,51,10,W,Sunny,Grass,38,3,27,24
2730,2010,5,MN,MIN,NYJ,The Meadowlands,72,56,10,SSE,Cloudy,FieldTurf,39,4,20,29
2731,2010,6,SUN,SEA,CHI,Soldier Field,61,49,9,N,Sunny,Grass,37.5,6.5,23,20
2732,2010,6,SUN,MIA,GB,Lambeau Field,57,45,11,W,Sunny,DD GrassMaster,43.5,3.5,23,20
2733,2010,6,SUN,SD,STL,Edward Jones Dome,,,,,Dome,AstroTurf,45,-8,17,20
2734,2010,6,SUN,BAL,NE,Gillette Stadium,57,,14,WNW,Sunny,FieldTurf,45,2.5,20,23
2735,2010,6,SUN,DET,NYG,New Meadowlands Stadium,63,44,9,W,Sunny,FieldTurf,44.5,10,20,28
2736,2010,6,SUN,ATL,PHI,Lincoln Financial Field,66,45,12,WSW,Sunny,Grass,42.5,3,17,31
2737,2010,6,SUN,CLE,PIT,Heinz Field,61,48,13,W,Sunny,Grass,37.5,13.5,10,28
2738,2010,6,SUN,KC,HOU,Reliant Stadium,78,53,3,WNW,Partly Cloudy,Grass,45,4.5,31,35
2739,2010,6,SUN,NO,TB,Raymond James Stadium,81,48,9,ENE,Clear,Grass,43.5,-4.5,31,6
2740,2010,6,SUN,OAK,SF,Candlestick Park,53,72,10,W,Rain,Grass,41.5,6.5,9,17
2741,2010,6,SUN,NYJ,DEN,Invesco Field at Mile High,73,13,4,VAR,Partly Cloudy,Grass,41.5,-3,24,20
2742,2010,6,SUN,DAL,MIN,Mall of America Field at HHH Metrodome,68,,,,Dome,FieldTurf,44.5,1.5,21,24
2743,2010,6,SN,IND,WAS,FedEx Field,70,46,7,W,Sunny,Grass,44,-3,27,24
2744,2010,6,MN,TEN,JAC,EverBank Field,70,,8,SE,Clear,Grass,45,-3,30,3
2745,2010,7,SUN,CIN,ATL,Georgia Dome,,,,,Dome,AstroTurf,42.5,3.5,32,39
2746,2010,7,SUN,WAS,CHI,Soldier Field,67,65,11,SW,Partly Cloudy,Grass,40,2.5,17,14
2747,2010,7,SUN,PHI,TEN,LP Field,78,39,22,S,Cloudy,Grass,42.5,2.5,19,37
2748,2010,7,SUN,JAC,KC,Arrowhead Stadium,63,80,20,SSW,Partly Cloudy,Grass,37.5,9.5,20,42
2749,2010,7,SUN,PIT,MIA,Sun Life Stadium,80,84,13,ENE,Cloudy,Grass,41,-3,23,22
2750,2010,7,SUN,CLE,NO,Louisiana Superdome,82,,,,Dome,MomentumTurf,43,13.5,30,17
2751,2010,7,SUN,STL,TB,Raymond James Stadium,84,62,9,ENE,Clear,Grass,38,2.5,17,18
2752,2010,7,SUN,SF,CAR,Bank of America Stadium,75,57,9,SSW,Sunny,Grass,35.5,-3,20,23
2753,2010,7,SUN,BUF,BAL,M&T Bank Stadium,70,52,5,SW,Partly Sunny,MomentumTurf,40,13,34,37
2754,2010,7,SUN,ARI,SEA,Qwest Field,52,,12,SSE,Cloudy,FieldTurf,40.5,6.5,10,22
2755,2010,7,SUN,NE,SD,Qualcomm Stadium,69,68,7,W,Sunny,Grass,47.5,2.5,23,20
2756,2010,7,SUN,OAK,DEN,Invesco Field at Mile High,63,23,9,NW,Mostly Cloudy,Grass,41.5,8.5,59,14
