player,first,last,name,position1,start,cteam,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,jnum,dcp
DF-2200,Devin,Funchess,Devin Funchess,WR,2015,IND,76,232,5/21/94,4.5,17,38.5,122,4.48,6.98,33.5,9.75,41,Michigan,Big Ten,17,2
TG-0025,Taylor,Gabriel,Taylor Gabriel,WR,2014,CHI,67,167,2/17/91,4.4,17,40,125,4.21,6.84,29.75,8.375,0,Abilene Christian,FCS Independents,18,1
RG-0012,Rico,Gafford,Rico Gafford,WR,2018,OAK,71,180,5/23/96,4.24,10,36.5,122,4.46,0,0,0,0,Wyoming,Mountain West (MWC),10,2
RG-0025,Russell,Gage,Russell Gage,WR,2018,ATL,72,179,1/22/96,4.5,15,39,122,4.25,7.03,0,0,194,LSU,Southeastern (SEC),83,2
MG-0175,Michael,Gallup,Michael Gallup,WR,2018,DAL,73,205,3/4/96,4.51,10,36,122,4.37,6.95,31.5,9.25,81,Colorado State,Mountain West (MWC),13,1
TG-0900,Ted,Ginn,Ted Ginn,WR,2007,NO,71,180,4/12/85,0,0,0,0,0,0,31.25,9.125,9,Ohio State,Big Ten,19,1
CG-1425,Chris,Godwin,Chris Godwin,WR,2017,TB,73,209,2/27/96,4.42,19,36,125,4,7.01,31.625,9.125,84,Penn State,Big Ten,12,1
KG-0650,Kenny,Golladay,Kenny Golladay,WR,2017,DET,76,218,11/3/93,4.5,18,35.5,120,4.15,7,32,9.75,96,Northern Illinois,Mid-American (MAC),19,1
MG-1050,Marquise,Goodwin,Marquise Goodwin,WR,2013,SF,69,183,11/19/90,4.21,13,42,135,4.09,6.66,31.5,8.625,78,Texas,Big 12,11,4
JG-2450,Josh,Gordon,Josh Gordon,WR,2012,SEA,75,225,4/13/91,0,0,0,0,0,0,33.333,10,0,Baylor,Big 12,10,1
RG-1650,Ryan,Grant,Ryan Grant,WR,2014,GB,72,199,12/19/90,4.62,8,35.5,119,4.11,6.68,31,9.625,142,Tulane,Conference USA (C-USA),11,3
JG-2950,Jakeem,Grant,Jakeem Grant,WR,2016,MIA,66,165,10/30/92,4.37,15,36.5,117,4.03,7.03,0,0,186,Texas Tech,Big 12,19,1
CG-2162,Cyril,Grayson,Cyril Grayson,WR,2017,TB,69,178,12/5/93,0,0,0,0,0,0,0,0,0,LSU,Southeastern (SEC),15,3
JG-4200,Jalen,Guyton,Jalen Guyton,WR,2019,LAC,73,208,6/7/97,4.39,13,37.5,125,4.09,6.9,32,9.25,0,North Texas,Conference USA (C-USA),8,3
MH-0225,Marvin,Hall,Marvin Hall,WR,2016,DET,70,188,4/10/93,4.4,15,40,125,4.24,6.86,0,0,0,Washington,Pacific 12,17,1
DH-1050,DaeSean,Hamilton,DaeSean Hamilton,WR,2018,DEN,73,203,3/10/95,4.52,16,34.5,123,4.15,6.84,31,9.375,113,Penn State,Big Ten,17,2
MH-0875,Mecole,Hardman,Mecole Hardman,WR,2019,KC,70,187,3/12/98,4.33,17,36.5,119,4.25,6.75,30.25,9,56,Georgia,Southeastern (SEC),17,2
JH-1350,Justin,Hardy,Justin Hardy,WR,2015,ATL,70,192,12/18/91,4.53,11,36.5,114,4.21,6.63,32.125,10,107,East Carolina,American Athletic,14,1
KH-0525,Kelvin,Harmon,Kelvin Harmon,WR,2019,WAS,74,221,12/15/96,4.6,18,32.5,117,4.32,7.15,32.5,9.5,206,North Carolina State,Atlantic Coast (ACC),13,1
DH-1487,Deonte,Harris,Deonte Harris,WR,2019,NO,66,170,12/4/97,4.48,10,33,114,4.16,6.82,28.25,8.75,0,Assumption,0,11,2
DH-1800,Dwayne,Harris,Dwayne Harris,WR,2011,OAK,70,200,9/16/87,4.53,10,34,111,4.21,6.77,31.125,10.125,176,East Carolina,Conference USA (C-USA),17,1
NH-0825,N'Keal,Harry,N'Keal Harry,WR,2019,NE,74,228,12/17/97,4.53,27,38.5,122,4.28,7.05,33,9.5,32,Arizona State,Pacific 12,15,2
RH-1950,Rashard,Higgins,Rashard Higgins,WR,2016,CLE,73,196,10/7/94,4.56,13,32.5,120,4.52,7.19,32.25,9.75,172,Colorado State,Mountain West (MWC),81,2
TH-1750,Tyreek,Hill,Tyreek Hill,WR,2016,KC,68,185,3/1/94,4.29,13,40.5,129,4.06,6.53,0,0,165,West Alabama,0,10,1
TH-1850,T.Y.,Hilton,T.Y. Hilton,WR,2012,IND,69,183,11/14/89,4.37,0,0,0,0,0,32,8.5,92,Florida International,Sun Belt,13,1
KH-2025,Khadarel,Hodge,Khadarel Hodge,WR,2018,CLE,74,201,1/3/95,4.59,0,38,124,0,0,0,0,0,Prairie View,0,12,2
CH-3350,Chris,Hogan,Chris Hogan,WR,2011,CAR,73,215,10/24/88,4.5,28,36.5,126,4.15,6.75,0,0,0,Monmouth,0,15,3
KH-2075,Krishawn,Hogan,Krishawn Hogan,WR,2017,NO,75,213,5/12/95,4.56,13,36.5,123,4.21,6.74,32.125,9.875,0,Marian,0,81,5
MH-3050,Mack,Hollins,Mack Hollins,WR,2017,MIA,76,221,9/16/93,4.53,0,0,0,0,0,33.25,9.75,118,North Carolina,Atlantic Coast (ACC),86,3
AH-3450,Alexander,Hollins,Alexander Hollins,WR,2019,MIN,72,162,11/24/96,4.49,5,37,128,4.18,6.89,30.25,8.5,0,Eastern Illinois,Ohio Valley,15,3
CH-3775,Cody,Hollister,Cody Hollister,WR,2017,TEN,76,209,11/18/93,4.59,24,0,0,0,0,0,0,0,Arkansas,Southeastern (SEC),16,2
JH-5125,Johnny,Holton,Johnny Holton,WR,2016,PIT,73,190,8/22/91,4.5,8,36.5,124,4.2,6.9,0,0,0,Cincinnati,American Athletic,80,2
DH-3950,DeAndre,Hopkins,DeAndre Hopkins,WR,2013,HOU,73,214,6/6/92,4.51,15,36,115,4.5,6.83,33.375,10,27,Clemson,Atlantic Coast (ACC),10,1
LH-1950,Lil'Jordan,Humphrey,Lil'Jordan Humphrey,WR,2019,NO,76,210,4/19/98,4.75,13,33.5,119,4.29,7.09,32.75,9.5,0,Texas,Big 12,84,3
AH-3862,Adam,Humphries,Adam Humphries,WR,2015,TEN,71,190,1/24/93,4.53,14,32.5,122,4.32,6.96,30,9.25,0,Clemson,Atlantic Coast (ACC),10,1
AH-3900,Allen,Hurns,Allen Hurns,WR,2014,MIA,73,198,11/12/91,4.54,14,31,120,4.5,7.23,32,9.25,0,Miami (FL),Atlantic Coast (ACC),17,1
IH-0200,Ishmael,Hyman,Ishmael Hyman,WR,2019,CAR,72,196,8/23/95,0,0,0,0,0,0,0,0,0,James Madison,Colonial Athletic (CAA),0,5
DI-0075,Dontrelle,Inman,Dontrelle Inman,WR,2011,IND,75,198,1/31/89,4.5,11,34,118,4.13,6.53,0,0,0,Virginia,Atlantic Coast (ACC),86,3
AI-0100,Andy,Isabella,Andy Isabella,WR,2019,ARI,69,188,11/18/96,4.45,15,36.5,121,4.15,6.95,29.75,8.375,62,Massachusetts,FBS Independents,89,2
DJ-0200,DeSean,Jackson,DeSean Jackson,WR,2008,PHI,70,175,12/1/86,4.35,0,34.5,122,4.19,6.82,31.25,9.375,49,California,Pacific 10,10,2
RJ-0450,Richie,James,Richie James,WR,2018,SF,70,183,9/5/95,4.48,6,35.5,122,4.16,6.87,31.25,9.25,240,Middle Tennessee,Conference USA (C-USA),13,2
AJ-0430,Alshon,Jeffery,Alshon Jeffery,WR,2012,PHI,75,216,2/14/90,4.48,0,36.5,122,4.17,6.71,33,10.25,45,South Carolina,Southeastern (SEC),17,4
DJ-0850,Darius,Jennings,Darius Jennings,WR,2015,TEN,71,175,6/28/92,4.47,0,37,123,4.29,6.95,0,0,0,Virginia,Atlantic Coast (ACC),15,3
KJ-0537,KeeSean,Johnson,KeeSean Johnson,WR,2019,ARI,73,201,10/9/96,4.53,14,30,117,4.23,7.28,32.125,9.625,174,Fresno State,Mountain West (MWC),19,2
MJ-1450,Marcus,Johnson,Marcus Johnson,WR,2016,IND,72,192,8/5/94,4.34,22,37,135,4.39,7.26,0,0,0,Texas,Big 12,83,2
OJ-0050,Olabisi,Johnson,Olabisi Johnson,WR,2019,MIN,72,204,3/17/97,4.51,14,38,124,4.16,0,30.75,10.375,247,Colorado State,Mountain West (MWC),81,2
DJ-1675,Diontae,Johnson,Diontae Johnson,WR,2019,PIT,70,183,7/5/96,4.53,15,33.5,123,4.45,7.09,30.75,9,66,Toledo,Mid-American (MAC),18,1
JJ-4700,Julio,Jones,Julio Jones,WR,2011,ATL,75,220,2/3/89,4.34,17,38.5,0,4.25,6.66,33.75,9.75,6,Alabama,Southeastern (SEC),11,1
TJ-2650,Tevin,Jones,Tevin Jones,WR,2016,DAL,74,218,12/26/92,4.48,18,36.5,125,4.18,6.88,0,0,0,Memphis,American Athletic,0,4
MJ-2250,Marvin,Jones,Marvin Jones,WR,2012,DET,74,200,3/12/90,4.46,22,33,112,4.11,6.81,33.125,10.25,166,California,Pacific 12,11,4
TJ-2350,T.J.,Jones,T.J. Jones,WR,2014,NYG,72,188,7/19/92,4.46,0,33,119,4.27,6.82,30.625,10,189,Notre Dame,FBS Independents,0,0
ZJ-0100,Zay,Jones,Zay Jones,WR,2017,OAK,74,201,3/30/95,4.45,15,36.5,133,4.01,6.79,32.5,9,37,East Carolina,American Athletic,81,1
CK-0825,Christian,Kirk,Christian Kirk,WR,2018,ARI,70,201,11/18/96,4.47,20,35.5,115,4.45,7.09,30.375,9.875,47,Texas A&M,Southeastern (SEC),13,1
JK-2250,Jake,Kumerow,Jake Kumerow,WR,2015,GB,76,202,2/17/92,4.54,15,31,113,4.26,6.9,31.875,9.5,0,Wisconsin-Whitewater,0,16,2
CK-1300,Cooper,Kupp,Cooper Kupp,WR,2017,LA,74,204,6/15/93,4.62,0,31,115,4.08,6.53,31.5,9.5,69,Eastern Washington,Big Sky,18,1
CL-0125,Chris,Lacy,Chris Lacy,WR,2018,DET,75,205,1/28/96,4.51,11,35.5,126,4.6,7.29,0,0,0,Oklahoma State,Big 12,15,1
JL-0215,Jarvis,Landry,Jarvis Landry,WR,2014,CLE,72,205,11/28/92,4.77,12,31.5,113,4.59,7.56,31.75,10.25,63,LSU,Southeastern (SEC),80,1
CL-0275,Cody,Latimer,Cody Latimer,WR,2014,NYG,75,215,10/10/92,4.45,23,39,0,0,0,32.625,9.625,56,Indiana,Big Ten,12,1
AL-0387,Allen,Lazard,Allen Lazard,WR,2018,GB,77,227,12/11/95,4.55,17,38,124,4.33,7.11,0,0,0,Iowa State,Big 12,13,3
ML-0650,Marqise,Lee,Marqise Lee,WR,2014,JAC,72,192,11/25/91,4.52,0,38,127,4.01,6.96,31.75,9.5,39,USC,Pacific 12,11,1
TL-1025,Tyler,Lockett,Tyler Lockett,WR,2015,SEA,70,182,9/28/92,4.31,0,35.5,121,4.07,6.89,30,8.375,69,Kansas State,Big 12,16,1
JM-1550,Jordan,Matthews,Jordan Matthews,WR,2014,SF,75,212,7/16/92,4.44,21,35.5,120,4.18,6.95,33.25,10.375,42,Vanderbilt,Southeastern (SEC),81,3
CM-1650,Codey,McElroy,Codey McElroy,WR,2018,TB,78,225,12/13/92,0,0,0,0,0,0,0,0,0,Southeastern Oklahoma,0,86,4
IM-0125,Isaiah,McKenzie,Isaiah McKenzie,WR,2017,BUF,67,173,4/9/95,4.42,11,36,123,4.15,6.64,28.875,8.875,172,Georgia,Southeastern (SEC),19,2
JM-3475,J.D.,McKissic,J.D. McKissic,WR,2016,DET,70,190,8/15/93,4.57,17,37,122,4.44,7,0,0,0,Arkansas State,Sun Belt,41,4
TM-2275,Terry,McLaurin,Terry McLaurin,WR,2019,WAS,72,208,4/15/96,4.35,18,37.5,125,4.15,7.01,31.5,9.125,76,Ohio State,Big Ten,17,1
DM-2275,D.K.,Metcalf,D.K. Metcalf,WR,2019,SEA,75,228,12/14/97,4.33,27,40.5,134,4.5,7.38,34.875,9.875,64,Mississippi,Southeastern (SEC),14,1
JM-4162,Jakobi,Meyers,Jakobi Meyers,WR,2019,NE,74,203,11/9/96,4.63,13,37,118,4.23,7.07,32,9.5,0,North Carolina State,Atlantic Coast (ACC),16,3
JM-4175,Jaydon,Mickens,Jaydon Mickens,WR,2016,TB,70,172,4/21/94,4.54,13,35.5,121,3.93,6.62,0,0,0,Washington,Pacific 12,85,3
AM-1975,Anthony,Miller,Anthony Miller,WR,2018,CHI,71,201,10/9/94,4.5,22,39,125,4.26,6.65,31.625,10.625,51,Memphis,American Athletic,17,1
SM-2653,Scott,Miller,Scott Miller,WR,2019,TB,69,174,7/31/97,4.36,15,34,123,4.02,6.97,29.25,8.75,208,Bowling Green,Mid-American (MAC),10,2
SM-2825,Steven,Mitchell,Steven Mitchell,WR,2018,HOU,70,189,5/2/94,4.56,13,33.5,121,4.4,6.75,0,0,0,USC,Pacific 12,11,2
DM-2775,Donte,Moncrief,Donte Moncrief,WR,2014,PIT,74,221,8/6/93,4.34,13,39.5,132,4.3,7.02,32.375,9.125,90,Mississippi,Southeastern (SEC),0,0
CM-2675,Chris,Moore,Chris Moore,WR,2016,BAL,73,206,6/16/93,4.46,10,37,130,4.2,6.76,33.375,9.375,107,Cincinnati,American Athletic,10,3
DM-2850,D.J.,Moore,D.J. Moore,WR,2018,CAR,72,210,4/14/97,4.42,15,39.5,132,4.07,6.95,31.625,9.625,24,Maryland,Big Ten,12,1
JM-5750,Jason,Moore,Jason Moore,WR,2019,LAC,74,208,6/23/95,4.57,17,37,124,4.07,6.62,32.375,9.875,0,Findlay,0,89,2
DM-3050,David,Moore,David Moore,WR,2017,SEA,74,225,1/15/95,4.43,26,36.5,124,4.38,6.98,0,0,226,East Central Oklahoma,0,83,2
SM-3250,Stanley,Morgan Jr.,Stanley Morgan Jr.,WR,2019,CIN,72,202,9/7/96,4.53,14,38.5,125,4.13,6.78,32.375,9.875,0,Nebraska,Big Ten,17,1
JN-0350,JoJo,Natson,JoJo Natson,WR,2017,LA,66,149,2/1/94,4.46,16,34,122,4.19,7.2,0,0,0,Akron,Mid-American (MAC),19,3
JN-0625,J.J.,Nelson,J.J. Nelson,WR,2015,OAK,70,156,4/24/92,4.21,0,36,127,4.15,7.02,31.125,8.25,159,Alabama-Birmingham,Conference USA (C-USA),0,0
GO-0150,Gunner,Olszewski,Gunner Olszewski,WR,2019,NE,72,170,11/26/96,4.56,0,36,118,4.37,6.88,29.125,8.5,0,Bemidji State,0,80,1
DP-0350,DeVante,Parker,DeVante Parker,WR,2015,MIA,75,209,1/20/93,4.4,17,36.5,125,0,0,33.25,9.25,14,Louisville,Atlantic Coast (ACC),11,1
ZP-0050,Zach,Pascal,Zach Pascal,WR,2017,IND,74,207,12/18/94,4.55,14,36,125,4.25,7.11,0,0,0,Old Dominion,Conference USA (C-USA),14,1
TP-0675,Tim,Patrick,Tim Patrick,WR,2017,DEN,77,210,11/23/93,4.47,22,37.5,128,4.38,6.99,0,0,0,Utah,Pacific 12,81,1
CP-0750,Cordarrelle,Patterson,Cordarrelle Patterson,WR,2013,CHI,74,216,3/17/91,4.33,0,37,128,4.4,7.28,31.75,9,29,Tennessee,Southeastern (SEC),84,2
AP-0388,Andre,Patton,Andre Patton,WR,2017,LAC,74,206,5/28/94,4.54,10,35.5,118,4.29,6.74,0,0,0,Rutgers,Big Ten,15,2
BP-0450,Breshad,Perriman,Breshad Perriman,WR,2015,TB,74,212,9/10/93,4.26,18,36.5,127,0,0,32,9.25,26,Central Florida,American Athletic,19,1
DP-1263,Dante,Pettis,Dante Pettis,WR,2018,SF,72,186,10/23/95,4.49,0,0,0,0,0,32.25,9.5,44,Washington,Pacific 12,18,3
BP-1375,Byron,Pringle,Byron Pringle,WR,2018,KC,73,203,11/17/93,4.46,15,33.5,120,4.22,6.87,0,0,0,Kansas State,Big 12,13,3
TQ-0100,Trey,Quinn,Trey Quinn,WR,2018,WAS,71,203,12/7/95,4.46,17,33.5,104,4.17,6.91,30.75,10.125,256,SMU,American Athletic,18,2
DR-0550,Damion,Ratley,Damion Ratley,WR,2018,CLE,73,193,4/16/95,4.42,12,38,124,4.23,6.92,0,0,175,Texas A&M,Southeastern (SEC),18,3
KR-0312,Kalif,Raymond,Kalif Raymond,WR,2016,TEN,69,160,8/8/94,0,0,0,0,0,0,0,0,0,Holy Cross,0,14,2
HR-0062,Hunter,Renfrow,Hunter Renfrow,WR,2019,OAK,70,184,12/21/95,4.59,7,35,116,4.19,6.8,29,7.875,149,Clemson,Atlantic Coast (ACC),13,2
JR-1950,Josh,Reynolds,Josh Reynolds,WR,2017,LA,75,194,2/16/95,4.52,0,37,123,4.13,6.83,31.5,9.375,117,Texas A&M,Southeastern (SEC),83,2
PR-0150,Paul,Richardson,Paul Richardson,WR,2014,WAS,72,175,4/13/92,4.33,0,38,124,4.23,6.98,32.625,8.875,45,Colorado,Pacific 12,10,5
CR-0862,Calvin,Ridley,Calvin Ridley,WR,2018,ATL,72,189,12/20/94,4.43,15,31,110,4.37,6.88,31.625,9.125,26,Alabama,Southeastern (SEC),18,4
RR-0650,Riley,Ridley,Riley Ridley,WR,2019,CHI,73,199,7/26/97,4.58,13,30.5,124,4.28,7.22,32.625,10.25,126,Georgia,Southeastern (SEC),88,2
SR-0750,Seth,Roberts,Seth Roberts,WR,2014,BAL,74,196,2/22/91,4.44,9,34,117,4.41,6.77,0,0,0,West Alabama,0,11,2
AR-1100,Andre,Roberts,Andre Roberts,WR,2010,BUF,71,195,1/9/88,4.4,15,36,120,4.15,6.77,31.5,9.5,88,Citadel,Southern,18,3
AR-1250,Allen,Robinson,Allen Robinson,WR,2014,CHI,75,220,8/24/93,4.57,0,42,131,4,6.54,32,9.5,61,Penn State,Big Ten,12,1
DR-2225,Demarcus,Robinson,Demarcus Robinson,WR,2016,KC,73,203,9/21/94,4.56,9,34.5,123,4.19,6.69,33,9.5,126,Florida,Southeastern (SEC),11,2
CR-1525,Chester,Rogers,Chester Rogers,WR,2016,IND,73,180,1/12/94,4.51,15,36,120,4.07,6.85,0,0,0,Grambling,Southwestern Athletic (SWAC),80,1
JR-3280,John,Ross,John Ross,WR,2017,CIN,71,188,11/27/94,4.22,0,37,133,0,0,31.5,8.75,9,Washington,Pacific 12,11,1
CS-0050,Curtis,Samuel,Curtis Samuel,WR,2017,CAR,71,196,8/11/96,4.31,18,37,117,4.33,7.09,31.25,9.5,40,Ohio State,Big Ten,10,1
DS-0150,Deebo,Samuel,Deebo Samuel,WR,2019,SF,71,214,1/15/96,4.48,15,39,122,4.14,7.03,31.375,10,36,South Carolina,Southeastern (SEC),19,1
ES-0200,Emmanuel,Sanders,Emmanuel Sanders,WR,2010,SF,71,180,3/17/87,4.4,12,39.5,126,4.1,6.64,32,9.25,82,SMU,Conference USA (C-USA),17,1
MS-0150,Mohamed,Sanu,Mohamed Sanu,WR,2012,NE,73,211,8/22/89,4.62,19,36,126,4.22,6.88,33.5,10.125,83,Rutgers,Big East,14,2
SS-0650,Spencer,Schnell,Spencer Schnell,WR,2019,TB,68,176,12/7/94,4.64,13,36.5,121,4.34,6.71,29.25,9.25,0,Illinois State,Missouri Valley,83,2
JS-1350,Jaleel,Scott,Jaleel Scott,WR,2018,BAL,77,218,7/23/95,4.56,16,34.5,124,4.25,7.06,33.5,10.5,132,New Mexico State,Sun Belt,12,3
DS-0875,Da'Mari,Scott,Da'Mari Scott,WR,2018,NYG,73,205,8/8/95,4.52,10,32.5,116,4.27,6.86,0,0,0,Fresno State,Mountain West (MWC),5,3
TS-1262,Tajae,Sharpe,Tajae Sharpe,WR,2016,TEN,74,194,12/23/94,4.49,11,33.5,114,0,0,32.25,8.375,140,Massachusetts,Mid-American (MAC),19,1
RS-0975,Russell,Shepard,Russell Shepard,WR,2013,NYG,73,195,9/17/90,4.46,8,38.5,122,4.37,7.09,0,0,0,LSU,Southeastern (SEC),81,3
SS-1250,Sterling,Shepard,Sterling Shepard,WR,2016,NYG,70,194,2/10/94,4.43,20,41,123,4.35,7,30.375,9.75,40,Oklahoma,Big 12,87,3
DS-1862,Darrius,Shepherd,Darrius Shepherd,WR,2019,GB,70,185,11/1/95,4.61,14,35.5,120,4.4,7.13,30,10,0,North Dakota State,Missouri Valley,10,5
TS-1425,Trent,Sherfield,Trent Sherfield,WR,2018,ARI,72,200,2/26/96,4.48,19,32.5,125,4.2,6.9,0,0,0,Vanderbilt,Southeastern (SEC),16,2
CS-1925,Cam,Sims,Cam Sims,WR,2018,WAS,77,214,1/6/96,4.6,0,34,123,4.49,7.57,0,0,0,Alabama,Southeastern (SEC),89,2
SS-1537,Steven,Sims Jr.,Steven Sims Jr.,WR,2019,WAS,69,181,3/31/97,4.56,11,31.5,115,4.43,7.2,29.375,8.625,0,Kansas,Big 12,15,1
MS-2100,Matthew,Slater,Matthew Slater,WR,2008,NE,72,200,9/9/85,0,0,0,0,0,0,0,0,153,UCLA,Pacific 10,18,3
DS-2275,Darius,Slayton,Darius Slayton,WR,2019,NYG,73,190,1/12/97,4.39,11,40.5,135,4.15,7,32.75,10,171,Auburn,Southeastern (SEC),86,2
DS-3031,Devin,Smith,Devin Smith,WR,2015,DAL,72,196,3/3/92,4.37,10,39,122,4.15,6.83,31,9,37,Ohio State,Big Ten,15,2
TS-2425,Tre'Quan,Smith,Tre'Quan Smith,WR,2018,NO,74,203,1/7/96,4.49,12,37.5,130,4.5,6.97,33.375,9.5,91,Central Florida,American Athletic,10,2
JS-4212,Jeff,Smith,Jeff Smith,WR,2019,NYJ,72,192,4/21/97,4.36,15,36.5,127,4.06,6.87,31.5,9,0,Boston College,Atlantic Coast (ACC),9,5
VS-0175,Vyncint,Smith,Vyncint Smith,WR,2018,NYJ,75,195,6/9/96,4.38,0,39.5,130,4.27,6.89,0,0,0,Limestone,0,17,2
JS-4750,Juju,Smith-Schuster,Juju Smith-Schuster,WR,2017,PIT,73,215,11/22/96,4.54,15,33.5,123,4.18,6.93,32.875,10.5,62,USC,Pacific 12,19,2
WS-0925,Willie,Snead,Willie Snead,WR,2014,BAL,71,195,10/17/92,4.56,11,36,119,4.38,7.18,33,10.25,0,Ball State,Mid-American (MAC),83,2
DS-3187,Diontae,Spencer,Diontae Spencer,WR,2014,DEN,69,161,3/19/92,0,0,0,0,0,0,0,0,0,McNeese,Southland,11,2
KS-2350,Kenny,Stills,Kenny Stills,WR,2013,HOU,72,194,4/22/92,4.38,16,33.5,124,4.13,7.13,30.5,9,144,Oklahoma,Big 12,12,1
CS-4462,Courtland,Sutton,Courtland Sutton,WR,2018,DEN,75,218,10/10/95,4.54,18,35.5,124,4.11,6.57,32.375,9.75,40,SMU,American Athletic,14,1
RS-3525,Ryan,Switzer,Ryan Switzer,WR,2017,PIT,68,181,11/4/94,4.51,11,32,115,4,6.77,28,9.25,133,North Carolina,Atlantic Coast (ACC),10,3
AT-0247,Auden,Tate,Auden Tate,WR,2018,CIN,77,228,2/3/97,4.68,0,31,112,0,0,33.75,9.375,253,Florida State,Atlantic Coast (ACC),19,1
GT-0100,Golden,Tate,Golden Tate,WR,2010,NYG,70,202,8/2/88,4.42,17,35,120,4.34,7.12,30.5,9.25,60,Notre Dame,FBS Independents,15,1
TT-0150,Taywan,Taylor,Taywan Taylor,WR,2017,CLE,71,203,3/2/95,4.5,13,38,132,4.21,6.57,32.625,9.25,72,Western Kentucky,Conference USA (C-USA),10,3
AT-0350,Adam,Thielen,Adam Thielen,WR,2013,MIN,75,200,8/22/90,4.54,0,36,120,4.49,6.77,0,0,0,Minnesota State,0,19,1
DT-0850,De'Anthony,Thomas,De'Anthony Thomas,WR,2014,BAL,69,174,1/5/93,4.43,8,32.5,123,4.23,6.94,29.875,8.125,124,Oregon,Pacific 12,84,4
MT-0887,Mike,Thomas,Mike Thomas,WR,2016,LA,73,193,3/3/93,4.54,16,36,126,4.26,7.06,0,0,206,Southern Mississippi,Conference USA (C-USA),88,2
MT-0875,Michael,Thomas,Michael Thomas,WR,2016,NO,75,212,3/3/93,4.52,18,35,126,4.13,6.8,32.125,10.5,47,Ohio State,Big Ten,13,1
DT-0900,Demaryius,Thomas,Demaryius Thomas,WR,2010,NYJ,75,229,12/25/87,0,0,0,0,0,0,33,10.5,22,Georgia Tech,Atlantic Coast (ACC),18,1
LT-0862,Laquon,Treadwell,Laquon Treadwell,WR,2016,MIN,74,221,6/14/95,4.64,12,33.5,117,4.3,7.04,33.375,9.5,23,Mississippi,Southeastern (SEC),11,3
MT-2350,Malik,Turner,Malik Turner,WR,2018,SEA,75,205,1/30/96,0,17,0,0,0,0,0,0,0,Illinois,Big Ten,17,3
JU-0400,John,Ursua,John Ursua,WR,2019,SEA,70,165,1/17/94,4.56,17,37,120,4.16,6.77,29.875,9.25,236,Hawaii,Mountain West (MWC),15,4
MV-0012,Marquez,Valdes-Scantling,Marquez Valdes-Scantling,WR,2018,GB,76,206,10/10/94,4.37,15,30.5,124,4.17,6.85,32.25,10.25,174,South Florida,American Athletic,83,1
MW-0350,Michael,Walker,Michael Walker,WR,2019,JAC,72,200,10/29/96,4.48,21,36.5,130,4.49,6.96,30.75,9,0,Boston College,Atlantic Coast (ACC),13,2
GW-0250,Greg,Ward Jr.,Greg Ward Jr.,WR,2017,PHI,70,186,7/12/95,4.59,10,34.5,115,4.31,6.9,31.125,9.875,0,Houston,American Athletic,84,1
JW-0934,James,Washington,James Washington,WR,2018,PIT,71,213,4/2/96,4.54,14,34.5,120,4.32,7.11,32.375,9.75,60,Oklahoma State,Big 12,13,1
SW-0450,Sammy,Watkins,Sammy Watkins,WR,2014,KC,73,211,6/14/93,4.39,16,34,126,4.34,6.95,32,9.625,4,Clemson,Atlantic Coast (ACC),14,1
JW-1050,Justin,Watson,Justin Watson,WR,2018,TB,75,213,4/4/95,4.45,20,40,124,4.26,7.08,0,0,144,Pennsylvania,Ivy League,17,2
NW-0325,Nsimba,Webster,Nsimba Webster,WR,2019,LA,70,180,1/27/96,4.55,11,31.5,121,4.17,6.83,30.625,9.375,0,Eastern Washington,Big Sky,14,2
DW-2275,Dede,Westbrook,Dede Westbrook,WR,2017,JAC,72,178,11/21/93,4.39,8,34.5,120,4.34,7.2,30.625,9,110,Oklahoma,Big 12,12,1
DW-2350,DeAndrew,White,DeAndrew White,WR,2015,CAR,71,191,10/16/91,4.4,0,36,121,4.18,6.97,31,9.125,0,Alabama,Southeastern (SEC),18,3
DW-2850,D'haquille,Williams,D'haquille Williams,WR,2016,BUF,74,224,5/13/93,4.68,14,30.5,121,4.47,7.43,0,0,0,Auburn,Southeastern (SEC),82,2
CW-2450,Chad,Williams,Chad Williams,WR,2017,IND,73,204,10/19/94,4.43,21,35.5,123,4.21,7.06,32,9.75,98,Grambling,Southwestern Athletic (SWAC),1,3
MW-2825,Mike,Williams,Mike Williams,WR,2017,LAC,76,218,10/4/94,4.54,15,32.5,121,0,0,33.375,9.375,7,Clemson,Atlantic Coast (ACC),81,1
PW-1150,Preston,Williams,Preston Williams,WR,2019,MIA,75,210,3/27/97,4.61,0,31.5,116,4.35,7.11,33,9.125,0,Colorado State,Mountain West (MWC),18,5
TW-2875,Tyrell,Williams,Tyrell Williams,WR,2015,OAK,76,200,2/12/92,4.43,0,39.5,127,4.17,6.74,33.5,9.875,0,Western Oregon,0,16,1
DW-3987,Damion,Willis,Damion Willis,WR,2019,CIN,75,195,6/20/97,4.51,13,33.5,110,4.5,7.04,33.25,8.875,0,Troy,Sun Belt,15,2
CW-3250,Cedrick,Wilson,Cedrick Wilson,WR,2018,DAL,74,197,11/20/95,4.55,9,37,121,4.23,6.89,31.5,9.75,208,Boise State,Mountain West (MWC),11,4
BW-2475,Bobo,Wilson,Bobo Wilson,WR,2017,TB,69,189,1/25/95,4.57,10,0,119,4.57,0,0,0,0,Florida State,Atlantic Coast (ACC),0,0
