player,first,last,name,position1,start,cteam,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,jnum,dcp,bye_week,injury_week
KS-1375,Kaden,Smith,Kaden Smith,TE,2019,NYG,77.0,255.0,4/24/97,4.92,15.0,32.0,108.0,4.47,7.08,32.25,9.625,176.0,Stanford,Pacific 12,82.0,1.0,11,18
JS-4550,Jonnu,Smith,Jonnu Smith,TE,2017,TEN,75.0,248.0,2/22/95,4.62,22.0,38.0,126.0,4.18,7.43,32.875,9.25,100.0,Florida International,Conference USA (C-USA),81.0,1.0,11,18
IS-0275,Irv,Smith Jr.,Irv Smith Jr.,TE,2019,MIN,74.0,242.0,8/9/98,4.63,19.0,32.5,110.0,4.33,7.32,31.5,9.5,50.0,Alabama,Southeastern (SEC),84.0,2.0,12,18
DS-3137,Durham,Smythe,Durham Smythe,TE,2018,MIA,77.0,253.0,8/9/95,4.81,18.0,31.0,110.0,4.23,7.17,31.75,9.25,123.0,Notre Dame,FBS Independents,81.0,2.0,5,18
JS-5475,Jeremy,Sprinkle,Jeremy Sprinkle,TE,2017,WAS,77.0,252.0,8/10/94,4.69,15.0,30.5,116.0,4.53,7.1,34.5,10.75,154.0,Arkansas,Southeastern (SEC),87.0,1.0,10,18
JS-6325,Jace,Sternberger,Jace Sternberger,TE,2019,GB,76.0,251.0,6/26/96,4.75,17.0,31.5,113.0,4.31,7.19,32.125,9.75,75.0,Texas A&M,Southeastern (SEC),87.0,4.0,11,1
LS-1900,Luke,Stocker,Luke Stocker,TE,2011,ATL,77.0,253.0,7/17/88,4.68,27.0,33.0,115.0,4.4,7.03,33.0,9.625,104.0,Tennessee,Southeastern (SEC),80.0,2.0,9,18
GS-1400,Geoff,Swaim,Geoff Swaim,TE,2015,JAC,76.0,252.0,3/19/91,4.71,0.0,35.5,124.0,4.58,7.28,33.625,10.0,246.0,Texas,Big 12,87.0,1.0,10,7
TS-3656,Tommy,Sweeney,Tommy Sweeney,TE,2019,BUF,76.0,251.0,7/1/95,4.84,17.0,32.0,115.0,4.31,7.17,32.75,9.75,228.0,Boston College,Atlantic Coast (ACC),89.0,4.0,6,18
TS-3662,Tyrone,Swoopes,Tyrone Swoopes,TE,2017,SEA,75.0,249.0,11/14/94,4.75,19.0,35.0,115.0,4.36,6.89,0.0,0.0,0.0,Texas,Big 12,46.0,3.0,11,18
IT-0150,Ian,Thomas,Ian Thomas,TE,2018,CAR,76.0,259.0,6/6/96,4.65,0.0,36.0,123.0,4.2,7.15,32.5,10.5,101.0,Indiana,Big Ten,80.0,2.0,7,18
LT-0275,Logan,Thomas,Logan Thomas,TE,2014,DET,78.0,248.0,7/1/91,4.54,0.0,35.5,118.0,4.18,7.05,34.25,10.875,120.0,Virginia Tech,Atlantic Coast (ACC),82.0,2.0,5,18
JT-1775,Jordan,Thomas,Jordan Thomas,TE,2018,HOU,77.0,265.0,8/2/96,4.74,16.0,29.5,111.0,4.64,7.41,34.125,11.625,211.0,Mississippi State,Southeastern (SEC),83.0,3.0,10,1
LT-0550,Levine,Toilolo,Levine Toilolo,TE,2013,SF,80.0,260.0,7/30/91,4.79,19.0,33.5,117.0,4.57,7.09,34.5,10.25,133.0,Stanford,Pacific 12,83.0,3.0,4,18
ET-0375,Eric,Tomlinson,Eric Tomlinson,TE,2015,OAK,78.0,261.0,4/22/92,4.77,23.0,31.0,110.0,4.54,7.46,32.875,10.0,0.0,Texas-El Paso,Conference USA (C-USA),82.0,3.0,6,18
RT-1250,Robert,Tonyan Jr.,Robert Tonyan Jr.,TE,2017,GB,77.0,236.0,4/30/94,4.58,16.0,35.0,125.0,4.34,7.12,0.0,0.0,0.0,Indiana State,Missouri Valley,85.0,3.0,11,18
RT-1550,Ross,Travis,Ross Travis,TE,2015,NYJ,78.0,225.0,1/9/93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Penn State,Big Ten,0.0,3.0,4,18
CU-0150,C.J.,Uzomah,C.J. Uzomah,TE,2015,CIN,78.0,262.0,1/14/93,4.62,19.0,31.0,118.0,4.57,7.22,34.125,9.375,157.0,Auburn,Southeastern (SEC),87.0,1.0,9,18
JV-0050,Jason,Vander Laan,Jason Vander Laan,TE,2016,NO,75.0,239.0,9/22/92,4.78,27.0,30.5,119.0,4.16,6.76,0.0,0.0,0.0,Ferris State,0,86.0,5.0,9,14
NV-0050,Nick,Vannett,Nick Vannett,TE,2016,PIT,78.0,257.0,3/6/93,4.89,17.0,30.5,113.0,4.2,7.05,34.25,10.0,94.0,Ohio State,Big Ten,88.0,2.0,7,18
CW-0225,Clive,Walford,Clive Walford,TE,2015,MIA,76.0,251.0,10/1/91,4.7,20.0,35.0,120.0,4.57,7.32,34.0,10.25,68.0,Miami (FL),Atlantic Coast (ACC),87.0,3.0,5,18
DW-0500,Delanie,Walker,Delanie Walker,TE,2006,TEN,73.0,242.0,8/12/84,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,175.0,Central Missouri State,0,82.0,1.0,11,8
DW-0675,Darren,Waller,Darren Waller,TE,2015,OAK,78.0,238.0,9/13/92,4.43,12.0,37.0,125.0,4.25,7.07,33.25,9.0,204.0,Georgia Tech,Atlantic Coast (ACC),83.0,1.0,6,18
BW-0700,Benjamin,Watson,Benjamin Watson,TE,2004,NE,75.0,255.0,12/18/80,4.57,34.0,35.5,123.0,4.15,7.39,33.0,10.0,32.0,Georgia,Southeastern (SEC),84.0,1.0,10,18
MW-2450,Maxx,Williams,Maxx Williams,TE,2015,ARI,76.0,249.0,4/12/94,4.78,17.0,34.5,117.0,4.37,7.3,33.5,10.375,55.0,Minnesota,Big Ten,87.0,1.0,12,18
LW-1450,Luke,Willson,Luke Willson,TE,2013,SEA,77.0,250.0,1/15/90,4.51,23.0,38.0,122.0,4.29,7.08,32.25,9.375,158.0,Rice,Conference USA (C-USA),82.0,1.0,11,18
JW-6000,Jason,Witten,Jason Witten,TE,2003,DAL,78.0,261.0,5/6/82,4.65,25.0,31.0,0.0,0.0,0.0,0.0,0.0,69.0,Tennessee,Southeastern (SEC),82.0,1.0,8,18
DY-0075,Deon,Yelder,Deon Yelder,TE,2018,KC,75.0,249.0,3/6/95,4.79,18.0,33.0,120.0,4.64,7.32,0.0,0.0,0.0,Western Kentucky,Conference USA (C-USA),82.0,3.0,12,18
DA-0212,Davante,Adams,Davante Adams,WR,2014,GB,73.0,212.0,12/24/92,4.56,14.0,39.5,127.0,4.3,6.82,32.625,9.0,53.0,Fresno State,Mountain West (MWC),17.0,1.0,11,5
NA-0050,Nelson,Agholor,Nelson Agholor,WR,2015,PHI,72.0,198.0,5/24/93,4.37,12.0,36.5,125.0,4.34,6.83,32.25,9.25,20.0,USC,Pacific 12,13.0,1.0,10,17
KA-0650,Keenan,Allen,Keenan Allen,WR,2013,LAC,74.0,206.0,4/27/92,4.58,0.0,0.0,0.0,0.0,0.0,32.75,10.0,76.0,California,Pacific 12,13.0,1.0,12,18
GA-0250,Geronimo,Allison,Geronimo Allison,WR,2016,GB,75.0,196.0,1/18/94,4.62,0.0,34.5,127.0,4.28,7.4,0.0,0.0,0.0,Illinois,Big Ten,81.0,2.0,11,18
DA-0900,Danny,Amendola,Danny Amendola,WR,2008,DET,70.0,186.0,11/2/85,4.68,13.0,31.5,103.0,4.25,6.81,0.0,0.0,0.0,Texas Tech,Big 12,80.0,1.0,5,18
RA-1125,Robby,Anderson,Robby Anderson,WR,2016,NYJ,75.0,180.0,5/9/93,4.36,8.0,36.5,128.0,4.27,7.07,0.0,0.0,0.0,Temple,American Athletic,11.0,1.0,4,18
JA-1975,J.J.,Arcega-Whiteside,J.J. Arcega-Whiteside,WR,2019,PHI,74.0,225.0,12/31/96,4.5,0.0,34.0,119.0,4.41,7.23,33.25,9.5,57.0,Stanford,Pacific 12,19.0,1.0,10,18
MA-1287,Marcell,Ateman,Marcell Ateman,WR,2018,OAK,76.0,216.0,9/16/94,4.62,13.0,34.0,121.0,4.25,7.07,32.875,9.875,228.0,Oklahoma State,Big 12,88.0,4.0,6,18
TA-1050,Tavon,Austin,Tavon Austin,WR,2013,DAL,68.0,174.0,3/15/91,4.28,14.0,32.0,120.0,4.01,0.0,30.0,9.125,8.0,West Virginia,Big 12,10.0,2.0,8,2
CB-1130,Cole,Beasley,Cole Beasley,WR,2012,BUF,68.0,177.0,4/26/89,4.49,17.0,38.0,126.0,4.4,7.16,28.875,0.0,0.0,SMU,Conference USA (C-USA),10.0,1.0,6,18
OB-0075,Odell,Beckham Jr.,Odell Beckham Jr.,WR,2014,CLE,71.0,198.0,11/5/92,4.38,7.0,38.5,122.0,3.94,6.69,32.75,10.0,12.0,LSU,Southeastern (SEC),13.0,1.0,7,18
CB-1152,Chad,Beebe,Chad Beebe,WR,2018,MIN,69.0,185.0,6/1/94,4.68,0.0,32.5,117.0,4.18,6.88,0.0,0.0,0.0,Northern Illinois,Mid-American (MAC),12.0,1.0,12,4
JB-2950,Josh,Bellamy,Josh Bellamy,WR,2012,NYJ,72.0,206.0,5/18/89,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,Louisville,Big East,15.0,2.0,4,9
TB-1060,Travis,Benjamin,Travis Benjamin,WR,2012,LAC,70.0,175.0,12/29/89,4.31,14.0,38.0,119.0,0.0,0.0,31.75,8.75,100.0,Miami (FL),Atlantic Coast (ACC),12.0,1.0,12,7
BB-1950,Braxton,Berrios,Braxton Berrios,WR,2018,NYJ,69.0,184.0,10/6/95,4.44,11.0,36.0,110.0,4.18,6.72,28.0,9.25,210.0,Miami (FL),Atlantic Coast (ACC),10.0,2.0,4,18
CB-1650,Christian,Blake,Christian Blake,WR,2018,ATL,73.0,182.0,6/8/96,4.55,9.0,34.5,126.0,4.4,6.83,0.0,0.0,0.0,Northern Illinois,Mid-American (MAC),13.0,3.0,9,18
CB-1750,C.J.,Board,C.J. Board,WR,2017,JAC,74.0,174.0,12/12/93,4.42,9.0,38.5,132.0,4.06,6.67,30.625,9.375,0.0,Chattanooga,Southern,16.0,2.0,10,18
KB-1625,Kendrick,Bourne,Kendrick Bourne,WR,2017,SF,74.0,190.0,8/4/95,4.68,10.0,36.0,124.0,4.21,6.73,32.5,9.125,0.0,Eastern Washington,Big Sky,84.0,2.0,4,18
TB-2075,Tyler,Boyd,Tyler Boyd,WR,2016,CIN,73.0,197.0,11/15/94,4.54,11.0,34.0,119.0,4.35,6.9,32.0,9.75,55.0,Pittsburgh,Atlantic Coast (ACC),83.0,1.0,9,18
MB-3325,Miles,Boykin,Miles Boykin,WR,2019,BAL,76.0,220.0,10/12/96,4.42,12.0,43.5,140.0,4.07,6.77,33.5,9.875,93.0,Notre Dame,FBS Independents,80.0,1.0,8,18
MB-4075,Marquise,Brown,Marquise Brown,WR,2019,BAL,69.0,166.0,6/4/97,4.34,0.0,0.0,0.0,0.0,0.0,30.5,9.0,25.0,Oklahoma,Big 12,15.0,1.0,8,18
JB-6950,John,Brown,John Brown,WR,2014,BUF,70.0,179.0,4/3/90,4.34,8.0,36.5,119.0,4.12,6.91,30.5,8.5,91.0,Pittsburg State,0,15.0,1.0,6,18
FB-0750,Fred,Brown,Fred Brown,WR,2017,DEN,73.0,213.0,12/1/93,4.48,13.0,37.0,118.0,4.32,6.82,0.0,0.0,0.0,Mississippi State,Southeastern (SEC),19.0,3.0,10,18
AB-3500,Antonio,Brown,Antonio Brown,WR,2010,NE,70.0,186.0,7/10/88,4.56,13.0,33.5,105.0,4.18,6.98,31.0,9.0,195.0,Central Michigan,Mid-American (MAC),0.0,0.0,10,18
JB-6750,Jaron,Brown,Jaron Brown,WR,2013,SEA,74.0,205.0,1/8/90,4.42,17.0,35.5,124.0,4.07,6.82,31.75,0.0,0.0,Clemson,Atlantic Coast (ACC),18.0,2.0,11,18
AB-3150,A.J.,Brown,A.J. Brown,WR,2019,TEN,72.0,226.0,6/30/97,4.49,19.0,36.5,120.0,4.25,7.0,32.875,9.75,51.0,Mississippi,Southeastern (SEC),11.0,2.0,11,18
VB-0325,Ventell,Bryant,Ventell Bryant,WR,2019,DAL,75.0,198.0,8/24/96,4.61,12.0,34.5,121.0,4.25,6.97,33.125,9.75,0.0,Temple,American Athletic,83.0,3.0,8,18
DB-5912,Deontay,Burnett,Deontay Burnett,WR,2018,PHI,72.0,186.0,10/4/97,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USC,Pacific 12,82.0,2.0,10,18
DB-6375,Damiere,Byrd,Damiere Byrd,WR,2015,ARI,69.0,162.0,1/27/93,4.27,13.0,42.0,131.0,4.09,6.59,29.875,8.0,0.0,South Carolina,Southeastern (SEC),14.0,1.0,12,4
DC-0025,Deon,Cain,Deon Cain,WR,2018,PIT,74.0,202.0,8/9/96,4.43,11.0,33.5,115.0,4.37,6.71,33.0,8.75,185.0,Clemson,Atlantic Coast (ACC),17.0,3.0,7,18
AC-0237,Antonio,Callaway,Antonio Callaway,WR,2018,CLE,71.0,200.0,1/9/97,4.41,7.0,34.0,121.0,4.33,7.0,31.5,9.5,105.0,Florida,Southeastern (SEC),0.0,0.0,7,18
PC-0050,Parris,Campbell,Parris Campbell,WR,2019,IND,72.0,205.0,3/8/96,4.31,11.0,40.0,135.0,4.03,0.0,32.25,9.5,59.0,Ohio State,Big Ten,15.0,2.0,6,5
AC-0387,Austin,Carr,Austin Carr,WR,2017,NO,72.0,201.0,12/25/93,4.62,16.0,33.5,116.0,4.07,6.7,0.0,0.0,0.0,Northwestern,Big Ten,80.0,4.0,9,12
DC-1050,DeAndre,Carter,DeAndre Carter,WR,2015,HOU,69.0,191.0,4/10/93,4.44,17.0,38.5,126.0,3.8,6.64,30.625,8.75,0.0,Sacramento State,Big Sky,14.0,2.0,10,18
DC-1418,D.J.,Chark,D.J. Chark,WR,2018,JAC,75.0,199.0,9/23/96,4.34,16.0,40.0,129.0,0.0,0.0,32.375,9.25,61.0,LSU,Southeastern (SEC),17.0,1.0,10,15
RC-1500,Randall,Cobb,Randall Cobb,WR,2011,DAL,70.0,192.0,8/22/90,4.46,16.0,33.5,115.0,4.34,7.08,31.0,9.375,64.0,Kentucky,Southeastern (SEC),18.0,1.0,8,18
KC-1550,Keelan,Cole,Keelan Cole,WR,2017,JAC,74.0,175.0,4/20/93,4.59,0.0,0.0,0.0,4.4,6.69,0.0,0.0,0.0,Kentucky Wesleyan,0,84.0,2.0,10,18
CC-3950,Chris,Conley,Chris Conley,WR,2015,JAC,74.0,213.0,10/25/92,4.33,18.0,45.0,139.0,4.3,7.06,33.75,9.875,76.0,Georgia,Southeastern (SEC),18.0,1.0,10,18
BC-2325,Brandin,Cooks,Brandin Cooks,WR,2014,LA,70.0,189.0,9/25/93,4.31,16.0,36.0,120.0,3.81,6.76,30.75,9.625,20.0,Oregon State,Pacific 12,12.0,1.0,9,10
PC-0625,Pharoh,Cooper,Pharoh Cooper,WR,2016,ARI,71.0,203.0,3/7/95,4.56,19.0,31.0,118.0,4.26,7.15,32.25,9.125,117.0,South Carolina,Southeastern (SEC),12.0,3.0,12,18
AC-2350,Amari,Cooper,Amari Cooper,WR,2015,DAL,73.0,211.0,6/17/94,4.31,0.0,34.0,120.0,3.98,6.71,31.5,10.0,4.0,Alabama,Southeastern (SEC),19.0,1.0,8,18
CC-4450,Cody,Core,Cody Core,WR,2016,NYG,75.0,205.0,4/17/94,4.37,14.0,37.5,119.0,4.34,6.78,32.0,10.375,199.0,Mississippi,Southeastern (SEC),17.0,2.0,11,18
KC-2375,Keke,Coutee,Keke Coutee,WR,2018,HOU,70.0,181.0,1/14/97,4.43,14.0,34.5,113.0,4.15,6.93,29.875,8.375,103.0,Texas Tech,Big 12,16.0,2.0,10,18
MC-2900,Michael,Crabtree,Michael Crabtree,WR,2009,ARI,73.0,214.0,9/14/87,0.0,0.0,0.0,0.0,0.0,0.0,34.25,9.25,10.0,Texas Tech,Big 12,0.0,0.0,12,18
JC-5680,Jamison,Crowder,Jamison Crowder,WR,2015,NYJ,68.0,185.0,6/17/93,4.37,10.0,37.0,123.0,4.26,6.99,30.375,8.75,105.0,Duke,Atlantic Coast (ACC),82.0,1.0,4,18
GD-0050,Geremy,Davis,Geremy Davis,WR,2015,LAC,74.0,216.0,1/10/92,4.49,23.0,36.5,124.0,4.18,6.86,32.25,9.5,186.0,Connecticut,American Athletic,11.0,3.0,12,13
TD-0737,Trevor,Davis,Trevor Davis,WR,2016,MIA,73.0,188.0,7/4/93,4.37,11.0,38.5,124.0,4.22,6.6,31.0,10.0,163.0,California,Pacific 12,77.0,2.0,5,18
RD-0450,Robert,Davis,Robert Davis,WR,2017,PHI,75.0,219.0,4/2/95,4.44,19.0,41.0,135.0,4.28,6.82,33.0,9.625,209.0,Georgia State,Sun Belt,14.0,2.0,10,18
CD-0975,Corey,Davis,Corey Davis,WR,2017,TEN,75.0,209.0,1/11/95,4.48,0.0,0.0,0.0,0.0,0.0,33.0,9.125,5.0,Western Michigan,Mid-American (MAC),84.0,1.0,11,18
RD-0150,Rashard,Davis,Rashard Davis,WR,2017,TEN,68.0,171.0,9/14/95,4.47,9.0,35.5,121.0,4.05,6.9,0.0,0.0,0.0,James Madison,Colonial Athletic (CAA),12.0,3.0,11,18
SD-0537,Stefon,Diggs,Stefon Diggs,WR,2015,MIN,72.0,195.0,11/29/93,4.42,11.0,35.0,115.0,4.11,7.03,31.25,10.0,146.0,Maryland,Big Ten,14.0,1.0,12,18
PD-0800,Phillip,Dorsett,Phillip Dorsett,WR,2015,NE,70.0,185.0,1/5/93,4.28,13.0,37.0,129.0,4.03,6.85,30.25,9.375,29.0,Miami (FL),Atlantic Coast (ACC),13.0,1.0,10,6
GD-0450,Greg,Dortch,Greg Dortch,WR,2019,LA,67.0,173.0,5/29/98,4.59,0.0,33.0,109.0,4.08,6.89,29.25,9.25,0.0,Wake Forest,Atlantic Coast (ACC),87.0,3.0,9,18
KD-1456,Keelan,Doss,Keelan Doss,WR,2019,OAK,74.0,211.0,3/21/96,4.57,8.0,36.0,124.0,0.0,0.0,31.5,9.5,0.0,California-Davis,Big Sky,18.0,3.0,6,18
AD-1587,Ashton,Dulin,Ashton Dulin,WR,2019,IND,73.0,215.0,5/15/97,4.43,13.0,38.0,121.0,4.22,7.0,33.375,9.0,0.0,Malone,0,16.0,2.0,6,18
JE-0100,Julian,Edelman,Julian Edelman,WR,2009,NE,70.0,198.0,5/22/86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,Kent State,Mid-American (MAC),11.0,1.0,10,18
QE-0100,Quincy,Enunwa,Quincy Enunwa,WR,2014,NYJ,74.0,225.0,5/31/92,4.44,19.0,0.0,0.0,0.0,0.0,32.625,9.5,209.0,Nebraska,Big Ten,81.0,3.0,4,2
AE-1037,Alex,Erickson,Alex Erickson,WR,2016,CIN,72.0,198.0,11/6/92,4.54,14.0,34.5,116.0,4.1,6.68,0.0,0.0,0.0,Wisconsin,Big Ten,12.0,2.0,9,18
ME-0600,Mike,Evans,Mike Evans,WR,2014,TB,77.0,231.0,8/21/93,4.46,12.0,37.0,0.0,4.26,7.08,35.125,9.375,7.0,Texas A&M,Southeastern (SEC),13.0,3.0,7,15
LF-0200,Larry,Fitzgerald,Larry Fitzgerald,WR,2004,ARI,75.0,218.0,8/31/83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,3.0,Pittsburgh,Big East,11.0,1.0,12,18
IF-0175,Isaiah,Ford,Isaiah Ford,WR,2017,MIA,73.0,194.0,2/9/96,4.61,14.0,35.5,126.0,4.29,6.94,32.625,9.25,237.0,Virginia Tech,Atlantic Coast (ACC),84.0,2.0,5,18
RF-1075,Robert,Foster,Robert Foster,WR,2018,BUF,74.0,196.0,5/7/94,4.41,0.0,33.5,116.0,4.2,6.9,0.0,0.0,0.0,Alabama,Southeastern (SEC),16.0,3.0,6,18
BF-0950,Bennie,Fowler,Bennie Fowler,WR,2014,NYG,73.0,217.0,6/10/91,4.49,18.0,36.0,126.0,4.18,7.06,32.0,9.5,0.0,Michigan State,Big Ten,0.0,0.0,11,18
TF-1450,Travis,Fulgham,Travis Fulgham,WR,2019,DET,74.0,215.0,9/13/95,4.55,15.0,36.5,126.0,4.22,6.84,33.625,9.5,184.0,Old Dominion,Conference USA (C-USA),14.0,2.0,5,18
WF-0300,Will,Fuller,Will Fuller,WR,2016,HOU,72.0,186.0,4/16/94,4.28,10.0,33.5,126.0,4.27,6.93,30.75,8.25,21.0,Notre Dame,FBS Independents,15.0,1.0,10,8
DF-2200,Devin,Funchess,Devin Funchess,WR,2015,IND,76.0,232.0,5/21/94,4.5,17.0,38.5,122.0,4.48,6.98,33.5,9.75,41.0,Michigan,Big Ten,17.0,2.0,6,2
TG-0025,Taylor,Gabriel,Taylor Gabriel,WR,2014,CHI,67.0,167.0,2/17/91,4.4,17.0,40.0,125.0,4.21,6.84,29.75,8.375,0.0,Abilene Christian,FCS Independents,18.0,1.0,6,4
RG-0012,Rico,Gafford,Rico Gafford,WR,2018,OAK,71.0,180.0,5/23/96,4.24,10.0,36.5,122.0,4.46,0.0,0.0,0.0,0.0,Wyoming,Mountain West (MWC),10.0,2.0,6,18
RG-0025,Russell,Gage,Russell Gage,WR,2018,ATL,72.0,179.0,1/22/96,4.5,15.0,39.0,122.0,4.25,7.03,0.0,0.0,194.0,LSU,Southeastern (SEC),83.0,2.0,9,18
MG-0175,Michael,Gallup,Michael Gallup,WR,2018,DAL,73.0,205.0,3/4/96,4.51,10.0,36.0,122.0,4.37,6.95,31.5,9.25,81.0,Colorado State,Mountain West (MWC),13.0,1.0,8,3
TG-0900,Ted,Ginn,Ted Ginn,WR,2007,NO,71.0,180.0,4/12/85,0.0,0.0,0.0,0.0,0.0,0.0,31.25,9.125,9.0,Ohio State,Big Ten,19.0,1.0,9,18
CG-1425,Chris,Godwin,Chris Godwin,WR,2017,TB,73.0,209.0,2/27/96,4.42,19.0,36.0,125.0,4.0,7.01,31.625,9.125,84.0,Penn State,Big Ten,12.0,1.0,7,16
KG-0650,Kenny,Golladay,Kenny Golladay,WR,2017,DET,76.0,218.0,11/3/93,4.5,18.0,35.5,120.0,4.15,7.0,32.0,9.75,96.0,Northern Illinois,Mid-American (MAC),19.0,1.0,5,18
MG-1050,Marquise,Goodwin,Marquise Goodwin,WR,2013,SF,69.0,183.0,11/19/90,4.21,13.0,42.0,135.0,4.09,6.66,31.5,8.625,78.0,Texas,Big 12,11.0,4.0,4,15
JG-2450,Josh,Gordon,Josh Gordon,WR,2012,SEA,75.0,225.0,4/13/91,0.0,0.0,0.0,0.0,0.0,0.0,33.333,10.0,0.0,Baylor,Big 12,10.0,1.0,11,7
RG-1650,Ryan,Grant,Ryan Grant,WR,2014,GB,72.0,199.0,12/19/90,4.62,8.0,35.5,119.0,4.11,6.68,31.0,9.625,142.0,Tulane,Conference USA (C-USA),11.0,3.0,11,18
JG-2950,Jakeem,Grant,Jakeem Grant,WR,2016,MIA,66.0,165.0,10/30/92,4.37,15.0,36.5,117.0,4.03,7.03,0.0,0.0,186.0,Texas Tech,Big 12,19.0,1.0,5,13
CG-2162,Cyril,Grayson,Cyril Grayson,WR,2017,TB,69.0,178.0,12/5/93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LSU,Southeastern (SEC),15.0,3.0,7,18
JG-4200,Jalen,Guyton,Jalen Guyton,WR,2019,LAC,73.0,208.0,6/7/97,4.39,13.0,37.5,125.0,4.09,6.9,32.0,9.25,0.0,North Texas,Conference USA (C-USA),8.0,3.0,12,18
MH-0225,Marvin,Hall,Marvin Hall,WR,2016,DET,70.0,188.0,4/10/93,4.4,15.0,40.0,125.0,4.24,6.86,0.0,0.0,0.0,Washington,Pacific 12,17.0,1.0,5,13
DH-1050,DaeSean,Hamilton,DaeSean Hamilton,WR,2018,DEN,73.0,203.0,3/10/95,4.52,16.0,34.5,123.0,4.15,6.84,31.0,9.375,113.0,Penn State,Big Ten,17.0,2.0,10,18
MH-0875,Mecole,Hardman,Mecole Hardman,WR,2019,KC,70.0,187.0,3/12/98,4.33,17.0,36.5,119.0,4.25,6.75,30.25,9.0,56.0,Georgia,Southeastern (SEC),17.0,2.0,12,18
JH-1350,Justin,Hardy,Justin Hardy,WR,2015,ATL,70.0,192.0,12/18/91,4.53,11.0,36.5,114.0,4.21,6.63,32.125,10.0,107.0,East Carolina,American Athletic,14.0,1.0,9,18
KH-0525,Kelvin,Harmon,Kelvin Harmon,WR,2019,WAS,74.0,221.0,12/15/96,4.6,18.0,32.5,117.0,4.32,7.15,32.5,9.5,206.0,North Carolina State,Atlantic Coast (ACC),13.0,1.0,10,18
DH-1487,Deonte,Harris,Deonte Harris,WR,2019,NO,66.0,170.0,12/4/97,4.48,10.0,33.0,114.0,4.16,6.82,28.25,8.75,0.0,Assumption,0,11.0,2.0,9,11
DH-1800,Dwayne,Harris,Dwayne Harris,WR,2011,OAK,70.0,200.0,9/16/87,4.53,10.0,34.0,111.0,4.21,6.77,31.125,10.125,176.0,East Carolina,Conference USA (C-USA),17.0,1.0,6,3
NH-0825,N'Keal,Harry,N'Keal Harry,WR,2019,NE,74.0,228.0,12/17/97,4.53,27.0,38.5,122.0,4.28,7.05,33.0,9.5,32.0,Arizona State,Pacific 12,15.0,2.0,10,1
RH-1950,Rashard,Higgins,Rashard Higgins,WR,2016,CLE,73.0,196.0,10/7/94,4.56,13.0,32.5,120.0,4.52,7.19,32.25,9.75,172.0,Colorado State,Mountain West (MWC),81.0,2.0,7,18
TH-1750,Tyreek,Hill,Tyreek Hill,WR,2016,KC,68.0,185.0,3/1/94,4.29,13.0,40.5,129.0,4.06,6.53,0.0,0.0,165.0,West Alabama,0,10.0,1.0,12,2
TH-1850,T.Y.,Hilton,T.Y. Hilton,WR,2012,IND,69.0,183.0,11/14/89,4.37,0.0,0.0,0.0,0.0,0.0,32.0,8.5,92.0,Florida International,Sun Belt,13.0,1.0,6,9
KH-2025,Khadarel,Hodge,Khadarel Hodge,WR,2018,CLE,74.0,201.0,1/3/95,4.59,0.0,38.0,124.0,0.0,0.0,0.0,0.0,0.0,Prairie View,0,12.0,2.0,7,18
CH-3350,Chris,Hogan,Chris Hogan,WR,2011,CAR,73.0,215.0,10/24/88,4.5,28.0,36.5,126.0,4.15,6.75,0.0,0.0,0.0,Monmouth,0,15.0,3.0,7,5
KH-2075,Krishawn,Hogan,Krishawn Hogan,WR,2017,NO,75.0,213.0,5/12/95,4.56,13.0,36.5,123.0,4.21,6.74,32.125,9.875,0.0,Marian,0,81.0,5.0,9,17
MH-3050,Mack,Hollins,Mack Hollins,WR,2017,MIA,76.0,221.0,9/16/93,4.53,0.0,0.0,0.0,0.0,0.0,33.25,9.75,118.0,North Carolina,Atlantic Coast (ACC),86.0,3.0,5,18
AH-3450,Alexander,Hollins,Alexander Hollins,WR,2019,MIN,72.0,162.0,11/24/96,4.49,5.0,37.0,128.0,4.18,6.89,30.25,8.5,0.0,Eastern Illinois,Ohio Valley,15.0,3.0,12,18
CH-3775,Cody,Hollister,Cody Hollister,WR,2017,TEN,76.0,209.0,11/18/93,4.59,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arkansas,Southeastern (SEC),16.0,2.0,11,18
JH-5125,Johnny,Holton,Johnny Holton,WR,2016,PIT,73.0,190.0,8/22/91,4.5,8.0,36.5,124.0,4.2,6.9,0.0,0.0,0.0,Cincinnati,American Athletic,80.0,2.0,7,18
DH-3950,DeAndre,Hopkins,DeAndre Hopkins,WR,2013,HOU,73.0,214.0,6/6/92,4.51,15.0,36.0,115.0,4.5,6.83,33.375,10.0,27.0,Clemson,Atlantic Coast (ACC),10.0,1.0,10,18
